COMID,CAT_TMAX7100,ACC_TMAX7100,TOT_TMAX7100,CAT_TMIN7100,ACC_TMIN7100,TOT_TMIN7100,CAT_PPT7100_ANN,ACC_PPT7100_ANN,TOT_PPT7100_ANN,CAT_TAV7100_ANN,ACC_TAV7100_ANN,TOT_TAV7100_ANN,CAT_MAXWD6190,ACC_MAXWD6190,TOT_MAXWD6190,CAT_MAXP6190,ACC_MAXP6190,TOT_MAXP6190,CAT_MINWD6190,ACC_MINWD6190,TOT_MINWD6190,CAT_MINP6190,ACC_MINP6190,TOT_MINP6190,CAT_CWD,ACC_CWD,TOT_CWD,CAT_PRSNOW,ACC_PRSNOW,TOT_PRSNOW,CAT_AET,ACC_AET,TOT_AET,CAT_LSTFZ6190,ACC_LSTFZ6190,TOT_LSTFZ6190,CAT_FSTFZ6190,ACC_FSTFZ6190,TOT_FSTFZ6190,CAT_WDANN,ACC_WDANN,TOT_WDANN,ACC_WDJAN,ACC_WDFEB,ACC_WDMAR,ACC_WDAPR,ACC_WDMAY,ACC_WDJUN,ACC_WDJUL,ACC_WDAUG,ACC_WDSEP,ACC_WDOCT,ACC_WDNOV,ACC_WDDEC,CAT_WDJAN,CAT_WDFEB,CAT_WDMAR,CAT_WDAPR,CAT_WDMAY,CAT_WDJUN,CAT_WDJUL,CAT_WDAUG,CAT_WDSEP,CAT_WDOCT,CAT_WDNOV,CAT_WDDEC,TOT_WDJAN,TOT_WDFEB,TOT_WDMAR,TOT_WDAPR,TOT_WDMAY,TOT_WDJUN,TOT_WDJUL,TOT_WDAUG,TOT_WDSEP,TOT_WDOCT,TOT_WDNOV,TOT_WDDEC,CAT_RH,ACC_RH,TOT_RH,CAT_PET,ACC_PET,TOT_PET,ACC_PPT_JAN_2016,ACC_PPT_FEB_2016,ACC_PPT_MAR_2016,ACC_PPT_APR_2016,ACC_PPT_MAY_2016,ACC_PPT_JUN_2016,ACC_PPT_JUL_2016,ACC_PPT_AUG_2016,ACC_PPT_SEP_2016,ACC_PPT_OCT_2016,ACC_PPT_NOV_2016,ACC_PPT_DEC_2016,...1.y,ACC_PPT_JAN_2017,ACC_PPT_FEB_2017,ACC_PPT_MAR_2017,ACC_PPT_APR_2017,ACC_PPT_MAY_2017,ACC_PPT_JUN_2017,ACC_PPT_JUL_2017,ACC_PPT_AUG_2017,ACC_PPT_SEP_2017,ACC_PPT_OCT_2017,ACC_PPT_NOV_2017,ACC_PPT_DEC_2017,CAT_PPT_JAN_2016,CAT_PPT_FEB_2016,CAT_PPT_MAR_2016,CAT_PPT_APR_2016,CAT_PPT_MAY_2016,CAT_PPT_JUN_2016,CAT_PPT_JUL_2016,CAT_PPT_AUG_2016,CAT_PPT_SEP_2016,CAT_PPT_OCT_2016,CAT_PPT_NOV_2016,CAT_PPT_DEC_2016,...1.y.y,CAT_PPT_JAN_2017,CAT_PPT_FEB_2017,CAT_PPT_MAR_2017,CAT_PPT_APR_2017,CAT_PPT_MAY_2017,CAT_PPT_JUN_2017,CAT_PPT_JUL_2017,CAT_PPT_AUG_2017,CAT_PPT_SEP_2017,CAT_PPT_OCT_2017,CAT_PPT_NOV_2017,CAT_PPT_DEC_2017,TOT_PPT_JAN_2016,TOT_PPT_FEB_2016,TOT_PPT_MAR_2016,TOT_PPT_APR_2016,TOT_PPT_MAY_2016,TOT_PPT_JUN_2016,TOT_PPT_JUL_2016,TOT_PPT_AUG_2016,TOT_PPT_SEP_2016,TOT_PPT_OCT_2016,TOT_PPT_NOV_2016,TOT_PPT_DEC_2016,...1.y.y.y,TOT_PPT_JAN_2017,TOT_PPT_FEB_2017,TOT_PPT_MAR_2017,TOT_PPT_APR_2017,TOT_PPT_MAY_2017,TOT_PPT_JUN_2017,TOT_PPT_JUL_2017,TOT_PPT_AUG_2017,TOT_PPT_SEP_2017,TOT_PPT_OCT_2017,TOT_PPT_NOV_2017,TOT_PPT_DEC_2017,ACC_TAV_JAN_2016,ACC_TAV_FEB_2016,ACC_TAV_MAR_2016,ACC_TAV_APR_2016,ACC_TAV_MAY_2016,ACC_TAV_JUN_2016,ACC_TAV_JUL_2016,ACC_TAV_AUG_2016,ACC_TAV_SEP_2016,ACC_TAV_OCT_2016,ACC_TAV_NOV_2016,ACC_TAV_DEC_2016,ID.y,ACC_TAV_JAN_2017,ACC_TAV_FEB_2017,ACC_TAV_MAR_2017,ACC_TAV_APR_2017,ACC_TAV_MAY_2017,ACC_TAV_JUN_2017,ACC_TAV_JUL_2017,ACC_TAV_AUG_2017,ACC_TAV_SEP_2017,ACC_TAV_OCT_2017,ACC_TAV_NOV_2017,ACC_TAV_DEC_2017,CAT_TAV_JAN_2016,CAT_TAV_FEB_2016,CAT_TAV_MAR_2016,CAT_TAV_APR_2016,CAT_TAV_MAY_2016,CAT_TAV_JUN_2016,CAT_TAV_JUL_2016,CAT_TAV_AUG_2016,CAT_TAV_SEP_2016,CAT_TAV_OCT_2016,CAT_TAV_NOV_2016,CAT_TAV_DEC_2016,ID.y.y,CAT_TAV_JAN_2017,CAT_TAV_FEB_2017,CAT_TAV_MAR_2017,CAT_TAV_APR_2017,CAT_TAV_MAY_2017,CAT_TAV_JUN_2017,CAT_TAV_JUL_2017,CAT_TAV_AUG_2017,CAT_TAV_SEP_2017,CAT_TAV_OCT_2017,CAT_TAV_NOV_2017,CAT_TAV_DEC_2017,TOT_TAV_JAN_2016,TOT_TAV_FEB_2016,TOT_TAV_MAR_2016,TOT_TAV_APR_2016,TOT_TAV_MAY_2016,TOT_TAV_JUN_2016,TOT_TAV_JUL_2016,TOT_TAV_AUG_2016,TOT_TAV_SEP_2016,TOT_TAV_OCT_2016,TOT_TAV_NOV_2016,TOT_TAV_DEC_2016,ID.y.y.y,TOT_TAV_JAN_2017,TOT_TAV_FEB_2017,TOT_TAV_MAR_2017,TOT_TAV_APR_2017,TOT_TAV_MAY_2017,TOT_TAV_JUN_2017,TOT_TAV_JUL_2017,TOT_TAV_AUG_2017,TOT_TAV_SEP_2017,TOT_TAV_OCT_2017,TOT_TAV_NOV_2017,TOT_TAV_DEC_2017,CAT_ET,ACC_ET,TOT_ET
3917278,17.54,14.61,14.61,2.9,2.62,2.62,571.13,549.98,549.98,9.11,7.64,7.64,10.01,11.38,11.38,95.04,117.11,117.11,2,2,2,8.01,11.48,11.48,2.36,2.36,2.36,36.83,41.27,41.27,34.02,212.92,212.92,154.05,163.21,163.21,265.98,262.34,262.34,76.61,83.14,83.14,9.07,8.83,10.4,7.75,6,4.83,2,3,3,6.36,10.41,11.49,8.92,8.11,9.12,7.11,6,4.11,2,3,3,6,9.14,10.12,9.07,8.83,10.4,7.75,6,4.83,2,3,3,6.36,10.41,11.49,65,64.17,64.17,575.79,528.46,528.46,126.09,38.54,111.66,36.77,32.02,36.85,4.12,2.17,3.62,161.77,71.45,105.87,406411,114.3,135.59,74.13,76.22,17.75,23.48,1.09,4.87,9.93,19.41,83.1,16.96,127.49,37.29,106.95,33.26,25.46,30.56,3.43,1.48,3.8,148.38,58.23,93.7,406411,115.02,133.64,70.53,54.59,15.32,18.56,1,4.85,9.78,19.05,69.04,16.56,126.09,38.54,111.66,36.77,32.02,36.85,4.12,2.17,3.62,161.77,71.45,105.87,406411,114.3,135.59,74.13,76.22,17.75,23.48,1.09,4.87,9.93,19.41,83.1,16.96,0.13,4.21,3.42,8.67,10.57,15.5,18.79,20.71,15,7.64,4.96,-1.51,406411,-1.42,1.5,3.97,4.08,11.19,15.37,21.3,21.71,15.86,9.2,3.24,2.03,1.82,5.63,5.64,10.62,12.72,17.69,20.78,22.36,16.65,9.49,6.63,-0.34,406411,-0.43,3.22,5.92,6.29,13.19,17.51,23.05,23.42,17.53,10.54,5.05,2.07,0.13,4.21,3.42,8.67,10.57,15.5,18.79,20.71,15,7.64,4.96,-1.51,406411,-1.42,1.5,3.97,4.08,11.19,15.37,21.3,21.71,15.86,9.2,3.24,2.03,450,467,467
3917280,18.49,15.66,15.66,2.61,2.65,2.65,571.26,559.42,559.42,9.85,8.25,8.25,10,10.97,10.97,83.86,108.04,108.04,2,2,2,5.93,9.97,9.97,2.36,2.36,2.36,32,38.6,38.6,230.13,193.4,193.4,148.88,159.31,159.31,267.16,263.7,263.7,70.03,79.88,79.88,8.87,8.43,9.83,7.36,5.84,4.59,2,2.98,3,6.09,9.84,11.06,8.02,7.24,8.24,6.24,5.24,4,2,2.6,3,5.24,8.24,10,8.87,8.43,9.83,7.36,5.84,4.59,2,2.98,3,6.09,9.84,11.06,65,64.4,64.4,616.25,552.23,552.23,129,38.63,112.03,36.1,30.08,34.59,3.83,1.99,3.58,158.69,69.39,103.48,406412,117.35,136.51,73.91,70.32,16.77,21.83,1.06,4.88,9.87,19.03,80.12,17.04,135.91,37.57,108.76,31.87,24,28.08,3.3,1.32,3.77,148.22,59.36,95.32,406412,125.4,138.85,71.45,47.82,14.68,17.2,0.97,4.72,10.13,19.64,68.72,17.17,129,38.63,112.03,36.1,30.08,34.59,3.83,1.99,3.58,158.69,69.39,103.48,406412,117.35,136.51,73.91,70.32,16.77,21.83,1.06,4.88,9.87,19.03,80.12,17.04,0.83,4.7,4.36,9.45,11.45,16.39,19.57,21.27,15.55,8.35,5.61,-1.05,406412,-1.16,2.22,4.75,4.99,11.97,16.22,21.91,22.3,16.42,9.62,3.97,1.94,2.72,5.88,6.8,11.46,13.74,18.68,21.59,22.7,16.87,10.22,7.23,0.05,406412,-0.66,4.1,6.74,7.39,13.97,18.41,23.5,23.79,17.81,10.57,5.85,1.53,0.83,4.7,4.36,9.45,11.45,16.39,19.57,21.27,15.55,8.35,5.61,-1.05,406412,-1.16,2.22,4.75,4.99,11.97,16.22,21.91,22.3,16.42,9.62,3.97,1.94,496,479,479
3917282,17.85,15.1,15.1,2.85,2.65,2.65,588.25,555.77,555.77,9.52,7.92,7.92,10,11.17,11.17,89.13,112.95,112.95,2,2,2,6.93,10.8,10.8,2.36,2.36,2.36,32.26,39.92,39.92,105.97,197.43,197.43,151.33,161.44,161.44,266.53,262.97,262.97,74.87,81.91,81.91,9.03,8.68,10.17,7.61,5.98,4.71,2,3,3,6.28,10.18,11.27,8.83,7.83,8.83,6.83,5.83,4,2,3,3,5.83,8.87,10,9.03,8.68,10.17,7.61,5.98,4.71,2,3,3,6.28,10.18,11.27,65,64.29,64.29,600.98,539.42,539.42,127.29,38.57,111.78,36.46,31.06,35.77,3.97,2.09,3.59,160.1,70.35,104.59,406413,115.5,135.83,73.99,73.3,17.25,22.67,1.08,4.88,9.89,19.17,81.56,16.98,133.97,38.86,112.83,34.9,25.72,29.75,3.1,1.62,3.42,150.79,64.54,97.48,406413,122.14,137.1,73.35,57.44,14.38,18.14,0.98,4.93,9.62,17.66,73.14,17.12,127.29,38.57,111.78,36.46,31.06,35.77,3.97,2.09,3.59,160.1,70.35,104.59,406413,115.5,135.83,73.99,73.3,17.25,22.67,1.08,4.88,9.89,19.17,81.56,16.98,0.46,4.45,3.86,9.04,10.98,15.92,19.16,20.99,15.27,7.98,5.27,-1.29,406413,-1.29,1.84,4.34,4.51,11.57,15.77,21.6,22,16.14,9.41,3.58,2,2.31,5.83,6.33,11.14,13.33,18.28,21.26,22.53,16.83,9.88,7.02,-0.05,406413,-0.49,3.75,6.43,6.94,13.67,18.05,23.27,23.63,17.71,10.6,5.56,1.86,0.46,4.45,3.86,9.04,10.98,15.92,19.16,20.99,15.27,7.98,5.27,-1.29,406413,-1.29,1.84,4.34,4.51,11.57,15.77,21.6,22,16.14,9.41,3.58,2,481,469,469
3917284,18.5,15.41,15.41,2.58,2.65,2.65,587.51,558.69,558.69,9.86,8.1,8.1,9.93,11.06,11.06,83.7,110.26,110.26,2,2,2,5.9,10.35,10.35,2.36,2.36,2.36,32,39.19,39.19,118.38,190.15,190.15,148.8,160.28,160.28,267.2,263.36,263.36,69.64,80.78,80.78,8.95,8.54,9.98,7.47,5.89,4.64,2,3,3,6.17,9.99,11.15,8.09,7.09,8.09,6.09,5.09,4,2,3,3,5.09,8.09,10,8.95,8.54,9.98,7.47,5.89,4.64,2,3,3,6.17,9.99,11.15,64.93,64.35,64.35,613.93,546.28,546.28,128.32,38.67,112.15,36.38,30.57,35.15,3.88,2.04,3.57,159.49,70.08,104.11,406414,116.59,136.26,74.05,72.03,16.97,22.22,1.07,4.88,9.86,19.03,80.98,17.02,138.51,39.66,115.75,35.65,25.81,29.03,2.97,1.58,3.37,153.48,67.44,99.37,406414,127.35,140.48,74.72,59.52,14.18,17.8,0.97,4.97,9.63,17.63,75.26,17.47,128.32,38.67,112.15,36.38,30.57,35.15,3.88,2.04,3.57,159.49,70.08,104.11,406414,116.59,136.26,74.05,72.03,16.97,22.22,1.07,4.88,9.86,19.03,80.98,17.02,0.66,4.59,4.14,9.27,11.24,16.18,19.39,21.14,15.43,8.18,5.46,-1.15,406414,-1.21,2.05,4.57,4.78,11.79,16.02,21.77,22.17,16.3,9.53,3.8,1.97,2.67,6.03,6.86,11.55,13.79,18.73,21.63,22.7,17.01,10.21,7.32,0.2,406414,-0.47,4.17,6.85,7.44,14.04,18.47,23.48,23.82,17.88,10.72,5.95,1.75,0.66,4.59,4.14,9.27,11.24,16.18,19.39,21.14,15.43,8.18,5.46,-1.15,406414,-1.21,2.05,4.57,4.78,11.79,16.02,21.77,22.17,16.3,9.53,3.8,1.97,546,476,476
3917286,18.62,18.62,18.62,2.71,2.71,2.71,558.06,558.06,558.06,10.19,10.19,10.19,9.86,9.86,9.86,81.27,81.27,81.27,2,2,2,5.09,5.09,5.09,2.35,2.35,2.35,32,32,32,229.31,229.31,229.31,147.18,147.18,147.18,268.82,268.82,268.82,69,69,69,8,7,8,6,5,4,2,3,3,5,8,10,8,7,8,6,5,4,2,3,3,5,8,10,8,7,8,6,5,4,2,3,3,5,8,10,64.86,64.86,64.86,627,627,627,138.53,39.67,115.79,35.68,25.82,29.04,2.96,1.59,3.37,153.51,67.49,99.4,406415,127.36,140.49,74.74,59.6,14.18,17.8,0.97,4.97,9.63,17.62,75.31,17.47,138.53,39.67,115.79,35.68,25.82,29.04,2.96,1.59,3.37,153.51,67.49,99.4,406415,127.36,140.49,74.74,59.6,14.18,17.8,0.97,4.97,9.63,17.62,75.31,17.47,138.53,39.67,115.79,35.68,25.82,29.04,2.96,1.59,3.37,153.51,67.49,99.4,406415,127.36,140.49,74.74,59.6,14.18,17.8,0.97,4.97,9.63,17.62,75.31,17.47,2.67,6.03,6.86,11.55,13.79,18.73,21.63,22.7,17.01,10.21,7.32,0.2,406415,-0.47,4.17,6.85,7.44,14.04,18.47,23.48,23.82,17.88,10.72,5.95,1.75,2.67,6.03,6.86,11.55,13.79,18.73,21.63,22.7,17.01,10.21,7.32,0.2,406415,-0.47,4.17,6.85,7.44,14.04,18.47,23.48,23.82,17.88,10.72,5.95,1.75,2.67,6.03,6.86,11.55,13.79,18.73,21.63,22.7,17.01,10.21,7.32,0.2,406415,-0.47,4.17,6.85,7.44,14.04,18.47,23.48,23.82,17.88,10.72,5.95,1.75,573,573,573
3917912,14.58,13.11,13.11,1.8,1.1,1.1,606.52,624.02,624.02,6.82,6.04,6.04,11.53,11.02,11.02,111.02,104.13,104.13,2,2,2,10.81,11.25,11.25,2.36,2.36,2.36,37.51,38.16,38.16,407.92,426.17,426.17,170.22,177.51,177.51,258.56,254.38,254.38,83.36,80.51,80.51,9.48,8.31,9.42,6.71,6.1,5,2,3,3.25,5.88,10.46,10.9,10,8.59,10.2,7.2,6.2,5,2,3,3,6,10.59,11.59,9.48,8.31,9.42,6.71,6.1,5,2,3,3.25,5.88,10.46,10.9,65,64.19,64.19,504.25,475.87,475.87,145.92,52.92,137.96,51.39,33.37,30.05,3.79,1.13,4.61,222.46,96.61,150.81,406496,140.89,190.74,99.4,104.36,32.8,33.6,2.15,4.67,15.07,40.44,102.26,30.17,137.16,43.02,118.52,41.73,29.79,30.19,3.71,0.92,5.58,191.53,76.13,119.41,406496,130.08,159.57,81.99,77.55,25.88,23.65,2.02,4.83,11.22,30.35,87.36,23.25,145.92,52.92,137.96,51.39,33.37,30.05,3.79,1.13,4.61,222.46,96.61,150.81,406496,140.89,190.74,99.4,104.36,32.8,33.6,2.15,4.67,15.07,40.44,102.26,30.17,-0.32,3.81,2.92,8.2,9.95,14.9,18.44,20.58,14.77,7.46,4.56,-1.91,406496,-1.79,1.08,3.58,3.61,10.71,14.81,21.07,21.49,15.55,8.93,2.9,1.85,0.47,4.71,4.2,9.5,11.36,16.28,19.56,21.62,15.86,8.45,5.52,-1.21,406496,-1.19,2.05,4.74,5.01,12.03,16.18,22.1,22.58,16.69,9.86,3.84,2.27,-0.32,3.81,2.92,8.2,9.95,14.9,18.44,20.58,14.77,7.46,4.56,-1.91,406496,-1.79,1.08,3.58,3.61,10.71,14.81,21.07,21.49,15.55,8.93,2.9,1.85,487,482,482
3917914,13.72,13.53,13.53,1.66,1.46,1.46,586.96,596.5,596.5,6.95,6.8,6.8,9.37,9.47,9.47,79.74,81.24,81.24,2,2,2,10.99,10.99,10.99,2.33,2.33,2.33,36.72,36.9,36.9,377.14,378.54,378.54,175.74,176.39,176.39,253.9,253.69,253.69,71.2,71.41,71.41,8.04,7.04,8.04,5.77,6,5,2,3,3,5.04,9.1,9.4,8.02,7.02,8.02,5.73,6,5,2,3,3,5.02,9.03,9.37,8.04,7.04,8.04,5.77,6,5,2,3,3,5.04,9.1,9.4,61.24,61.44,61.44,501.45,498.31,498.31,140.03,49.59,130.34,45.65,29.44,28.69,3.58,1.13,4.22,210.93,77.49,136.37,406497,133.91,168.2,93.74,98.2,30.66,37.45,2.22,4.2,17.61,36.14,85.63,25.14,136.78,47.35,127.08,44.07,29.08,29.01,3.61,1.13,4.25,205.47,72.59,131.4,406497,129.57,159.97,90.56,96.4,29.82,36.84,2.22,4.21,17.61,33.95,81.82,23.3,140.03,49.59,130.34,45.65,29.44,28.69,3.58,1.13,4.22,210.93,77.49,136.37,406497,133.91,168.2,93.74,98.2,30.66,37.45,2.22,4.2,17.61,36.14,85.63,25.14,0.24,4.57,3.76,8.93,10.57,15.53,19.29,21.4,15.55,8.26,5.1,-1.46,406497,-1.37,1.87,4.48,4.33,11.34,15.43,21.74,22.18,16.16,9.55,3.58,2.11,0.38,4.75,3.97,9.12,10.76,15.72,19.49,21.6,15.75,8.44,5.26,-1.35,406497,-1.24,2.05,4.7,4.53,11.52,15.61,21.9,22.36,16.34,9.7,3.73,2.19,0.24,4.57,3.76,8.93,10.57,15.53,19.29,21.4,15.55,8.26,5.1,-1.46,406497,-1.37,1.87,4.48,4.33,11.34,15.43,21.74,22.18,16.16,9.55,3.58,2.11,455,456,456
3917916,13.37,13.23,13.23,1.56,1.57,1.57,594.65,589.07,589.07,6.13,6.42,6.42,10.6,10.1,10.1,100.21,92.68,92.68,2,2,2,10.84,10.84,10.84,2.36,2.36,2.36,38.58,37.77,37.77,472.43,415.51,415.51,176.95,176.81,176.81,254.86,254.15,254.15,77.45,76.03,76.03,8.71,7.65,8.72,6.4,6.15,5,2,3,3.06,5.56,9.73,10.04,8.95,7.95,8.95,6.37,6.21,5,2,3,3,5.74,9.95,10.32,8.71,7.65,8.72,6.4,6.15,5,2,3,3.06,5.56,9.73,10.04,64.16,63.3,63.3,480.3,486.89,486.89,137.39,47.39,130.42,45.92,32.79,33.22,3.85,1.27,4.14,209.48,81.81,135.33,406498,128.78,167.68,91.29,104.74,28.52,33.87,2.07,4.68,15,33.19,90.04,23.73,136.01,46.48,128.86,45.71,32.23,32.3,3.86,1.16,4.18,215,82.28,133.06,406498,127.28,166.81,89.37,102.3,27.9,31.87,2.16,4.76,14.19,33.02,90.9,23.09,137.39,47.39,130.42,45.92,32.79,33.22,3.85,1.27,4.14,209.48,81.81,135.33,406498,128.78,167.68,91.29,104.74,28.52,33.87,2.07,4.68,15,33.19,90.04,23.73,-0.19,4.03,3.12,8.36,10.08,15.02,18.68,20.8,14.97,7.64,4.69,-1.84,406498,-1.67,1.28,3.83,3.74,10.84,14.92,21.26,21.67,15.69,9.07,3.05,1.92,0.03,4.29,3.51,8.69,10.41,15.34,18.89,21.03,15.16,7.85,4.92,-1.61,406498,-1.49,1.59,4.22,4.13,11.18,15.25,21.5,21.93,15.9,9.3,3.29,2.12,-0.19,4.03,3.12,8.36,10.08,15.02,18.68,20.8,14.97,7.64,4.69,-1.84,406498,-1.67,1.28,3.83,3.74,10.84,14.92,21.26,21.67,15.69,9.07,3.05,1.92,484,468,468
3917918,17.07,13.9,13.9,2.73,1.51,1.51,599.76,621,621,8.67,6.62,6.62,10.46,10.99,10.99,93.17,102.33,102.33,2,2,2,8.35,10.69,10.69,2.36,2.36,2.36,35.25,37.48,37.48,106.45,347,347,157.29,172.77,172.77,263.81,256.79,256.79,79.04,80.91,80.91,9.48,8.37,9.58,6.88,6.1,4.98,2,3,3.18,5.93,10.46,10.95,9.31,8.09,9.45,7,6,4.74,2,3,3,6,10.04,10.4,9.48,8.37,9.58,6.88,6.1,4.98,2,3,3.18,5.93,10.46,10.95,65,64.44,64.44,575.32,496.07,496.07,144.54,49.56,131.73,47.51,31.93,30.05,3.83,1.06,4.85,208.05,88.94,138.38,406499,139.52,180.25,93.58,93.92,29.79,29.8,1.92,4.73,13.73,36.41,96.2,27.39,141.18,38.3,112.23,33.84,26.1,30.13,3.95,0.91,4.86,159.84,63.18,98.02,406499,136.23,144.44,74.31,60.48,18.35,18.65,1.05,4.9,10.03,22.4,74.21,17.82,144.54,49.56,131.73,47.51,31.93,30.05,3.83,1.06,4.85,208.05,88.94,138.38,406499,139.52,180.25,93.58,93.92,29.79,29.8,1.92,4.73,13.73,36.41,96.2,27.39,0.14,4.21,3.55,8.8,10.62,15.56,18.98,21.01,15.21,7.95,5.02,-1.56,406499,-1.52,1.57,4.12,4.27,11.3,15.45,21.55,21.95,16.02,9.31,3.38,1.95,1.96,5.57,5.94,10.86,12.98,17.91,20.9,22.29,16.54,9.69,6.68,-0.24,406499,-0.68,3.42,6.09,6.65,13.35,17.69,23.12,23.36,17.43,10.49,5.25,2.09,0.14,4.21,3.55,8.8,10.62,15.56,18.98,21.01,15.21,7.95,5.02,-1.56,406499,-1.52,1.57,4.12,4.27,11.3,15.45,21.55,21.95,16.02,9.31,3.38,1.95,510,486,486
3917920,18.24,17.47,17.47,2.95,2.86,2.86,559.81,615.35,615.35,9.76,9.24,9.24,10.06,10.53,10.53,83.5,86.13,86.13,2,2,2,6.19,7.04,7.04,2.36,2.36,2.36,28.11,29.85,29.85,6.14,6.84,6.84,150.31,152.79,152.79,266.81,266.18,266.18,77.24,79.07,79.07,9,8.23,9.23,7,6,4.86,2,3,3,6,9.98,10.78,9,8,9,7,6,4.46,2,3,3,6,9.67,10.12,9,8.23,9.23,7,6,4.86,2,3,3,6,9.98,10.78,65,65,65,615.08,599.44,599.44,143.46,38.6,109.5,32.64,24.96,28.23,4.02,0.83,5.31,154.91,63.25,95.7,406500,141.47,145.19,73.26,50.71,18.19,17.49,0.87,4.62,10.27,22.46,72.25,17.79,139.32,36.36,105.84,30.47,24.22,28.84,4.01,0.85,4.68,152.08,59.99,94.94,406500,135.19,137.7,68.97,46.96,16.71,17.33,0.98,4.89,9.84,20.69,69.47,17.44,143.46,38.6,109.5,32.64,24.96,28.23,4.02,0.83,5.31,154.91,63.25,95.7,406500,141.47,145.19,73.26,50.71,18.19,17.49,0.87,4.62,10.27,22.46,72.25,17.79,2.36,5.9,6.52,11.35,13.57,18.46,21.37,22.68,16.89,10.08,7.08,0.08,406500,-0.48,3.91,6.59,7.21,13.81,18.24,23.52,23.73,17.81,10.79,5.66,2.03,2.58,5.88,6.69,11.42,13.69,18.62,21.54,22.67,16.91,10.21,7.17,0.1,406500,-0.55,3.99,6.66,7.36,13.9,18.37,23.6,23.74,17.86,10.74,5.84,1.89,2.36,5.9,6.52,11.35,13.57,18.46,21.37,22.68,16.89,10.08,7.08,0.08,406500,-0.48,3.91,6.59,7.21,13.81,18.24,23.52,23.73,17.81,10.79,5.66,2.03,508,513,513
3917922,18,18,18,3.01,3.01,3.01,564.31,564.31,564.31,9.92,9.92,9.92,10,10,10,82.45,82.45,82.45,2,2,2,5.8,5.8,5.8,2.35,2.35,2.35,28.64,28.64,28.64,7.02,7.02,7.02,148.96,148.96,148.96,268.05,268.05,268.05,75.6,75.6,75.6,8.97,7.51,8.51,6.51,5.97,4.97,2,2.97,3,6,9.08,10.11,8.97,7.51,8.51,6.51,5.97,4.97,2,2.97,3,6,9.08,10.11,8.97,7.51,8.51,6.51,5.97,4.97,2,2.97,3,6,9.08,10.11,64.8,64.8,64.8,617.02,617.02,617.02,125.13,33.2,95.31,27.73,20.77,27.82,3.81,1.1,3.33,139.1,54.26,87.4,406501,118.3,127.05,60.76,38.01,13.43,17.11,1.26,4.37,9.18,17.73,63.8,15.91,125.13,33.2,95.31,27.73,20.77,27.82,3.81,1.1,3.33,139.1,54.26,87.4,406501,118.3,127.05,60.76,38.01,13.43,17.11,1.26,4.37,9.18,17.73,63.8,15.91,125.13,33.2,95.31,27.73,20.77,27.82,3.81,1.1,3.33,139.1,54.26,87.4,406501,118.3,127.05,60.76,38.01,13.43,17.11,1.26,4.37,9.18,17.73,63.8,15.91,2.76,5.91,6.86,11.48,13.85,18.8,21.74,22.77,17.04,10.38,7.29,0.21,406501,-0.54,4.15,6.79,7.48,13.9,18.55,23.71,23.82,18.08,10.84,5.97,1.64,2.76,5.91,6.86,11.48,13.85,18.8,21.74,22.77,17.04,10.38,7.29,0.21,406501,-0.54,4.15,6.79,7.48,13.9,18.55,23.71,23.82,18.08,10.84,5.97,1.64,2.76,5.91,6.86,11.48,13.85,18.8,21.74,22.77,17.04,10.38,7.29,0.21,406501,-0.54,4.15,6.79,7.48,13.9,18.55,23.71,23.82,18.08,10.84,5.97,1.64,496,496,496
3917946,19.19,15.71,15.58,2.98,2.19,0,467.94,672.05,753.04,11.17,8.29,0,9.01,10.45,10.53,72.58,106.96,113.6,2,2,2,4.49,9.22,9.58,2.36,2.36,2.36,23.11,39.57,39.93,157,188.02,229.81,138.74,159.39,158.41,276.68,262.87,263.28,65.42,77.21,77.83,9.12,8.06,9.28,6.96,5.85,4.42,2,2.71,2.93,5.65,9.86,10.39,8,6.15,7.26,6,5,4,2,2.02,3,5,8,9,9.22,8.35,9.44,7.07,5.91,4.33,2,2.61,2.81,5.57,10.06,10.45,64.21,64.62,64.72,681.77,556.64,559.42,169.74,46.28,151.68,40.81,32.17,33.16,2.71,1.02,2.91,188.24,81.8,115.94,406511,171.7,172.09,93.82,103.53,17.52,24.13,1.51,5.45,8.96,20.63,92.7,16.32,102.09,29.37,84.84,25.94,14.52,25.51,3.11,0.99,1.61,114.27,36.2,63.78,406511,87.9,110.63,43.05,27.64,8.16,13.62,0.36,5.74,6.83,11.84,48.52,11.91,201.25,51.17,181.38,43.38,36.27,35.15,2.13,0.76,2.45,205.51,96.94,124.6,406511,210.99,193.58,109.67,125.23,16.65,25.09,1.52,5.7,8.7,19.31,111.26,14.65,1.13,4.87,4.78,9.7,11.77,16.73,19.91,21.47,15.75,8.67,5.85,-0.86,406511,-1.1,2.54,5.1,5.38,12.34,16.52,22.14,22.44,16.56,9.74,4.35,1.75,3,6.08,7.5,12.07,14.48,19.41,22.42,23.53,17.43,10.63,7.54,0.43,406511,-0.49,4.72,7.42,8.03,14.79,19.28,24.34,24.55,18.48,10.95,6.15,0.99,1.08,4.82,4.69,9.59,11.66,16.63,19.73,21.29,15.65,8.56,5.77,-0.84,406511,-1.08,2.46,5.01,5.29,12.29,16.39,21.94,22.27,16.41,9.7,4.3,1.81,450,494,509
